Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
3864;;Olivier europea;;Olea europea C7l;L Olivier est un arbre typique de la région méditerranéenne. Son feuillage persistant de couleur gris vert est ovale, allongé. Il donne des fleurs de couleur blanche au printemps. L Olivier n apprécie pas l excès d humidité, il aime être arrosé en été  mais il supporte la sécheresse. Il peut atteindre 10 m de haut sur un étalement 6 m. Plantez votre Olivier de préférence dans un sol bien drainé, profond et sec. Taillez-le à la fin de l hiver en éclaircissant les rameaux de l intérieur mais légèrement afin de former une couronne large pour que tout le feuillage soit exposé à la lumière.;1 an;240;Un air de Méditerranée;En pot de 7 litres     1/4 Tige;Blanc;;1;10 m;Un tronc décoratif;;;;MAA-olivier_quart_de_tige.JPG;MAA-;;;;;;;03-04;03;;;;1;13;7-8-10;00-Depart Fournisseur
7901;;Olivier europea;;Olea europea C10l;L Olivier est un arbre typique de la région méditerranéenne. Son feuillage persistant de couleur gris vert est ovale, allongé. Il donne des fleurs de couleur blanche au printemps. L Olivier n apprécie pas l excès d humidité, il aime être arrosé en été  mais il supporte la sécheresse. Il peut atteindre 10 m de haut sur un étalement 6 m. Plantez votre Olivier de préférence dans un sol bien drainé, profond et sec. Taillez-le à la fin de l hiver en éclaircissant les rameaux de l intérieur mais légèrement afin de former une couronne large pour que tout le feuillage soit exposé à la lumière.;1 an;240;Un air de Méditerranée;En pot de 10 litres     1/2 Tige 5/6;Blanc;;1;10 m;Un tronc décoratif;;;;MAA-olivier_5-6.JPG;MAA-;;;;;;;03-04;03;;;;1;13;7-8-10;00-Depart Fournisseur
2651;;Olivier europea;;Olea europea C12l;L Olivier est un arbre typique de la région méditerranéenne. Son feuillage persistant de couleur gris vert est ovale, allongé. Il donne des fleurs de couleur blanche au printemps. L Olivier n apprécie pas l excès d humidité, il aime être arrosé en été  mais il supporte la sécheresse. Il peut atteindre 10 m de haut sur un étalement 6 m. Plantez votre Olivier de préférence dans un sol bien drainé, profond et sec. Taillez-le à la fin de l hiver en éclaircissant les rameaux de l intérieur mais légèrement afin de former une couronne large pour que tout le feuillage soit exposé à la lumière.;1 an;240;Un air de Méditerranée;En pot de 12 litres - 1/2 Tige 6/8;Blanc;;1;10 m;Un tronc décoratif;;;;MAA-olivier_6-8.JPG;MAA-;;;;;;;03-04;03;;;;1;13;7-8-10;00-Depart Fournisseur
3192;;Weigelia  Snowflake ;;Weigelia  Snowflake  C4l;Le Weigelia  Snowflake  forme un buisson aux feuilles larges, dentées, ovales et de couleur vert foncé. En automne elles se parent de couleur jaune, orange, rendant le feuillage de cet arbuste décoratif. Il est recouvert de fleurs au printemps de couleur blanche. Il peut faire jusqu à 2.50 m de haut et de large. Il supporte des températures avoisinant les -15°C. Vous pouvez l associer avec les autres variétés de Weigelias au travers d un massif, en particulier avec le Weigelia  Bristol Ruby  pour créer un contraste avec ses fleurs roses foncé.;1 an;440;Fleurs tubulaires d  un blanc pur;En pot de 4 litres     ;Blanc;;1;2.50 m;Une silhouette élégante;Très florifère;;;MAA-weigelia_snowflake.JPG;MAA-;;;;;;;00;05-06;;;;1;13-14;6-7-8;00-Depart Fournisseur
8455;;Weigelia  Stelzneri ;;Weigelia  Stelzneri  c4l;Le Weigelia  Bristol Ruby  à la silhouette dressée se couvre de fleurs rose clair. Les feuilles de forme ovale sont dentées et de couleur verte claire. Il peut faire jusqu à 1.80 m/+ de haut et de large. Il supporte des températures avoisinant les -15°C. Vous pouvez l associer avec les autres variétés de Weigelias au travers d un massif.;1 an;440;Nombreuses fleurs rose foncé en été ;En pot de 4 litres     ;Rose;;1;1.80 m/+;Très florifère;;;;MAA-weigelia_stelznieri.JPG;MAA-;;;;;;;00;05-06;;;;1;13-14;6-7-8;00-Depart Fournisseur
1481;;Yucca  Colour Guard ;;Yucca  Color Guard  C3l;Le Yucca  Color Guard  est un arbuste au feuillage lancéolé, de couleur jaune et bordé de vert. En été, une grande inflorescence fera son apparition de couleur blanche crème, elle peut faire 1 m/+ de haut. Il peut atteindre 1.50 m de haut et 1 m de large. Il apportera de l exotisme dans votre jardin. Il résiste à des températures avoisinant les -13°C/+. Le Yucca a une attirance pour les sols secs, drainés et à l abri du vent.;1 an;420;Joli feuillage panaché;En pot de 3 litres;Blanc;;1;1 m/+;Rustique;;;;MAA-yucca_color_guard.JPG;MAA-;;;;;;;00;06-07-08;;;;1;13;7-8-9;00-Depart Fournisseur
509;;Yucca filamentosa  Ivory Tower ;;Yucca filamentosa  Ivory Tower  C3l;Le Yucca filamentosa  Ivory Tower  est un arbuste à la silhouette dressée qui donne un côté exotique dans le jardin. Son feuillage est long et lancéolé. Il est bordé de filament d'où le nom de filamentosa. Les feuilles sont de couleur verte bordée d une bande blanche. Une hampe florale fera son apparition au cours de l été avec une panicule de fleurs blanches, elle peut faire jusqu à 1.50 m de haut. Il atteint 70 cm de haut et de large. Il supporte des températures proches de -13°C/+. Il peut être planté sur le bord de mer. Il a une attirance pour les sols secs, drainés et à l abri du vent.;1 an;420;Joli hampe floral en été;En pot de 3 litres;Blanc;;1;70 cm;Rustique;Une taille réduite;;;MAA-yucca_ivory_tower.JPG;MAA-yucca_ivory_tower_C3l.JPG;;;;;;;03-04;06-07-08-09;;;;1;13;7-8-9;00-Depart Fournisseur
8240;;Magnolia grandiflora;;Magnolia grandiflora C10l;Le Magnolia grandiflora fait partie des arbres majestueux, magnifiques dans les jardins. Il est reconnaissable à ses feuilles vertes de 10 à 25 cm, elles sont coriaces, persistantes, brillantes, duveteuses et au revers marron. Les fleurs ressemblent à une tulipe, elles sont blanches, très parfumées et décoratives. Il peut atteindre 15 à 20 m de haut sur une envergure de 15 m. Il supporte des températures proches de -30°C. Avant l'automne, taillez le Magnolia, si nécessaire. ;1 an;240;Majestueux et très rustique;En pot de 10 litres    H. 100/125 cm;Blanc;;1;15 à 20 m;Une floraison spectaculaire;Un arbre majestueux;;;MAA-magnolia_grandiflora.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;7;00-Depart Fournisseur
653;;Magnolia grandiflora;;Magnolia grandiflora C10l;Le Magnolia grandiflora fait partie des arbres majestueux, magnifiques dans les jardins. Il est reconnaissable à ses feuilles vertes de 10 à 25 cm, elles sont coriaces, persistantes, brillantes, duveteuses et au revers marron. Les fleurs ressemblent à une tulipe, elles sont blanches, très parfumées et décoratives. Il peut atteindre 15 à 20 m de haut sur une envergure de 15 m. Il supporte des températures proches de -30°C. Avant l'automne, taillez le Magnolia, si nécessaire. ;1 an;240;Majestueux et très rustique;En pot de 10 litres    H. 125/150 cm;Blanc;;1;15 à 20 m;Une floraison spectaculaire;Un arbre majestueux;;;MAA-magnolia_grandiflora.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;7;00-Depart Fournisseur
8626;;Magnolia grandiflora;;Magnolia grandiflora C25l;Le Magnolia grandiflora fait partie des arbres majestueux, magnifiques dans les jardins. Il est reconnaissable à ses feuilles vertes de 10 à 25 cm, elles sont coriaces, persistantes, brillantes, duveteuses et au revers marron. Les fleurs ressemblent à une tulipe, elles sont blanches, très parfumées et décoratives. Il peut atteindre 15 à 20 m de haut sur une envergure de 15 m. Il supporte des températures proches de -30°C. Avant l'automne, taillez le Magnolia, si nécessaire. ;1 an;240;Majestueux et très rustique;En pot de 25 litres    H. 150/175 cm;Blanc;;1;15 à 20 m;Une floraison spectaculaire;Un arbre majestueux;;;MAA-magnolia_grandiflora.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;7;00-Depart Fournisseur
711;;Magnolia grandiflora;;Magnolia grandiflora C30l;Le Magnolia grandiflora fait partie des arbres majestueux, magnifiques dans les jardins. Il est reconnaissable à ses feuilles vertes de 10 à 25 cm, elles sont coriaces, persistantes, brillantes, duveteuses et au revers marron. Les fleurs ressemblent à une tulipe, elles sont blanches, très parfumées et décoratives. Il peut atteindre 15 à 20 m de haut sur une envergure de 15 m. Il supporte des températures proches de -30°C. Avant l'automne, taillez le Magnolia, si nécessaire. ;1 an;240;Majestueux et très rustique;Pot 30 litres    Touffe H. 125/150 cm;Blanc;;1;15 à 20 m;Une floraison spectaculaire;Un arbre majestueux;;;MAA-magnolia_grandiflora.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;7;00-Depart Fournisseur
2776;;Lilas des indes;;Lagerstroemia ind  Red imperator  C 4l;Cette variété de lilas des indes est une des plus précoce en therme de floraison. Sa floraison estivale est de couleur rouge très soutenu. Son port est compact et son feuillage pourpre s accorde bien avec sa floraison. Le lagerstroemia se plante dans un sol drainant et en plein soleil. Chaque début de printemps, pensez à tailler votre lilas des indes sévèrement afin d obtenir une floraison abondante en été.;1 an;340;superbe feuillage pourpre et dense ;En pot de 4 litres H. 40/60 cm;Rouge;;1;2 m;Floraison abondante;Floraison rouge soutenu;;;MAA-lagerstroemia_indica_red_imperator.JPG;MAA-F70483.jpg;;;;;;;00;07-08-09;;;;3-4;13;7-8;00-Depart Fournisseur
6675;;Troëne jonandrum;;Ligustrum jonandrum C14l;Le ligustrum jonandrum à la silhouette buissonnante est un des arbustes supportant des tailles régulières, il est idéal pour l'art topiaire. Son feuillage vert est dense, petit, pointu, brillant et de forme ovale. Il est souvent utilisé en boule et demi-tige. Il atteint 1.50 m de haut sur une largeur de 1 m. Il supporte des températures avoisinant les -13°C. Taillez votre Ligustrum en boule avec une cisaille 2 à 4 fois chaque année pour garder sa forme en boule. Pour la culture en pot, arrosez régulièrement et mettez un engrais au printemps. ;1 an;420;Idéal pour l art topiaire;Pot de 14 litres  1/4 tige. boule 30/40;Vert;;1;1.50 m;Idéal pour l art topiaire.;;;;MAA-ligustrum_jonandrum_quart_de_tige.JPG;MAA-F72764.jpg;;;;;;;00;;;;;1;13-14;7-8-10;00-Depart Fournisseur
1780;;Troëne jonandrum;;Ligustrum jonandrum C18l;Le ligustrum jonandrum à la silhouette buissonnante est un des arbustes supportant des tailles régulières, il est idéal pour l'art topiaire. Son feuillage vert est dense, petit, pointu, brillant et de forme ovale. Il est souvent utilisé en boule et demi-tige. Il atteint 1.50 m de haut sur une largeur de 1 m. Il supporte des températures avoisinant les -13°C. Taillez votre Ligustrum en boule avec une cisaille 2 à 4 fois chaque année pour garder sa forme en boule. Pour la culture en pot, arrosez régulièrement et mettez un engrais au printemps. ;1 an;420;Idéal pour l art topiaire;Pot de 18 litres  1/2 tige. boule 30/40;Vert;;1;1.50 m;Idéal pour l art topiaire.;;;;MAA-ligustrum_jonandrum_demi-tige.JPG;MAA-F72764.jpg;;;;;;;00;;;;;1;13-14;7-8-10;00-Depart Fournisseur
2179;;Pommier à fleur evereste;;Malus evereste C4l;Le malus est un petit arbre à la silhouette conique, très apprécié pour son côté décoratif avec ses fruits. Son feuillage vert foncé est long, ovale et légèrement denté. Des boutons rouges apparaissent, il s'agit des fleurs qui sont blanches. En été, il donne des fruits ressemblant à des petites pommes de couleur rouge à orange qui resteront sur l'arbre pendant l'hiver. Il s'élève jusqu'à 6 à 8 m de haut sur un étalement de 6 m. Il résiste jusqu à -15°C. Ce pommier à fleurs résiste à des maladies telles que la tavelure, le feu bactérien ou encore l'oïdium, c'est également un pollinisateur. ;1 an;240;Très rustique - 15° C;En pot de 4 litres    Touffe.;Blanc;;1;6 à 8 m;Un arbre décoratif ;Floraison abondante;Fructification abondante;;MAA-malus_evreste.jpg;MAA-malus_evereste_C3l.jpg;;;;;;;00;04;;;;1;13-14;6-7-8;00-Depart Fournisseur
4843;;Olivier europea;;Olea europea C25l;L Olivier est un arbre typique de la région méditerranéenne. Son feuillage persistant de couleur gris vert est ovale, allongé. Il donne des fleurs de couleur blanche au printemps. L Olivier n apprécie pas l excès d humidité, il aime être arrosé en été  mais il supporte la sécheresse. Il peut atteindre 10 m de haut sur un étalement 6 m. Plantez votre Olivier de préférence dans un sol bien drainé, profond et sec. Taillez-le à la fin de l hiver en éclaircissant les rameaux de l intérieur mais légèrement afin de former une couronne large pour que tout le feuillage soit exposé à la lumière.;1 an;240;Un air de Méditerranée;En pot de 25 litres     1/2 Tige 8/10 ;Blanc;;1;10 m;Un tronc décoratif;;;;MAA-olivier_demi-tige_8-10.JPG;MAA-;;;;;;;03-04;03;;;;1;13;7-8-10;00-Depart Fournisseur
742;;Perovskia atriplicifolia;;Perovskia atriplicifolia C3l;Le perovskia est un arbuste aux rameaux dressés, souples connu sous le nom de lavande d Afghanistan. Le feuillage gris est denté et dégage un parfum agréable. Il offre de longues panicules avec des fleurs de couleur bleue à violet. Il peut atteindre 1.50 m de large et de haut. Le Perovskia résiste à la sécheresse et aux embruns. Il supporte des températures avoisinant les -10°C/+. Dans les régions les plus froides protégez-le l hiver avec un paillage et rabattez votre plante.;1 an;420;Joli feuillage gris ;En pot de 3 litres;Violet;;1;1.50 m;Un feuillage aromatiqoe;Une floraison en abondance;;;MAA-perovskia_atriplicifolia_C3l.JPG;MAA-;;;;;;;00;07-08-09;;;;1;13;1-8;00-Depart Fournisseur
1719;;Palmier des Canaries;;Phoenix canariensis C3l;Appelé Datier des Caraibes, ce palmier à la croissance rapide dispose de feuilles courbées qui ont de nombreuses folioles, brillantes de couleur verte et pointues pouvant faire jusqu à 4 m de long. A la base de feuilles vous apercevrez des fleurs jaunes en grappe pendante. Il donne des fruits comestibles jaunes et rouges. Le Phoenix atteint une hauteur de 15 m sur un étalement de 3 à 4 m. Il résiste jusqu à -8°C/+. La plantation s effectue de préférence à l abri du vent froid, dans les régions froides conservez-le dans une véranda ou une pièce éclairée ou à protéger avec un voile d hivernage.;1 an;400;Croissance rapide !;En pot de 3 litres   H. 60/+ cm;Jaune;;1;15 m;Une croissance rapide;;;;MAA-phoenix-canariensis_C10l.jpg;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
8113;;Palmier des Canaries;;Phoenix canariensis C7l;Appelé Datier des Caraibes, ce palmier à la croissance rapide dispose de feuilles courbées qui ont de nombreuses folioles, brillantes de couleur verte et pointues pouvant faire jusqu à 4 m de long. A la base de feuilles vous appercevrez des fleurs jaunes en grappe pendante. Il donne des fruits comestibles jaunes et rouges. Le Phoenix atteint une hauteur de 15 m sur un étalement de 3 à 4 m. Il résiste jusqu à -8°C/+. La plantation s effectue de préférence à l abri du vent froid, dans les régions froides conservez-le dans une véranda ou une pièce éclairée ou à protéger avec un voile d hivernage.;1 an;400;Croissance rapide !;En pot de 10 litres   H. 100/+ cm;Jaune;;1;15 m;Une croissance rapide;;;;MAA-phoenix-canariensis_C10l.jpg;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
990;;Yucca rostrata;;Yucca rostrata C3l;Le yucca rostrata est une variété qui apportera de l exotisme dans le jardin. Cet arbuste à la croissance lente peut atteindre 3 m de haut sur 2 m de large. Ses feuilles longues, étroites et coriaces se terminent par une pointe piquante. Elles sont portées par un stipe poilu de couleur brune. Les feuilles sont surmontées en été par des grappes de fleurs blanches mesurant 70 cm. il supporte des températures avoisinant les -16°C/+. Le Yucca rostrata a une attirance pour les sols drainants.;1 an;420;Très rustique -16° C;En pot de 3 litres;Blanc;;1;3 m;Rustique;Une floraison spectaculaire;;;MAA-yucca_rostrata_2.jpg;MAA-yucca_rostrata_1.JPG;MAA-yucca_rostrata_C3l.jpg;;;;;;03-04;06-07-08-09;;;;1;13;7-8;00-Depart Fournisseur
5198;;Acorus gramineus  Ogon ;;Acorus gramineus  Ogon  C2l;Les Acorus sont des plantes semi-aquatiques parfaites pour orner vos bassins. Ses feuilles fines sont disposées en éventail, elles sont de couleur verte et panachées d un jaune doré. L Acorus  Ogon  peut faire jusqu à 0.40 cm de haut sur 60 cm de large. Plantez environ 6 Acorus par m² pour avoir un résultat satisfaisant. L Acorus à une préférence pour des sols humides et frais.;1 an;1320;Idéal pour orner un bassin;En pot de 2 litres    ;Vert;;1;0.40 m;Rustique;Feuillage lumineux décoratif;;;MAA-acorus_gramineus_ogon.jpg;MAA-acorus_orgon_C2l.jpg;;;;;;;00;;;;;1;14-15;1-8-10;00-Depart Fournisseur
2888;;Acorus variegata;;Acorus variegata C2l;Les Acorus sont des plantes semi-aquatiques parfaites pour orner vos bassins. Ses feuilles fines sont disposées en éventail, elles sont de couleur verte et panachées d un blanc crème. L Acorus  Variegata  peut faire jusqu à 0.40 cm de haut sur 60 cm de large. Plantez environ 6 Acorus par m² pour avoir un résultat satisfaisant. L Acorus à une préférence pour des sols humides et frais.;1 an;1320;Idéal pour orner un bassin;En pot de 2 litres    ;Vert;;1;0.40 m;Rustique;Feuillage lumineux décoratif;;;MAA-acorus_variegata.JPG;MAA-;;;;;;;00;;;;;1;14-15;1-8-10;00-Depart Fournisseur
3325;;Carex buchananii;;Carex buchananii C2l;Le Carex buchananii a des feuilles fines de couleur bronze qui dure toute l année. Cette graminée peut faire jusqu à 0.60 m de haut et de large. Ses feuilles longues et fines sont arquées aux extrémités. Associé à des fleurs de couleur rouge ou orange votre massif sera du plus bel effet. Cette graminée à une silhouette dressée, étroite et à une préférence pour les sols frais à la plantation.;1 an;1320;Feuillage changeant de couleur;En pot de 2 litres    ;Orange;;1;0.60 m;Rustique;Feuillage bronze splendide;;;MAA-carex_buchananii.jpg;MAA-carex_buchananii_C2l.jpg;;;;;;;00;;;;;1;13-14;1-8-10;00-Depart Fournisseur
357;;Calamagrostis acutiflora  Overdam ;;Calamagrostis acutiflora  Overdam  C2l;Le Calamagrostis  Overdam  est une graminée pouvant atteindre 1.20 m de haut sur 0.60 m de large. Les feuilles sont fines, et passent par différentes couleurs, elles sont blanches et panachées de rose puis deviennent vertes. Les feuilles sont surmontées par des inflorescences de couleur brune puis jaune ressemblant à des plumets. Supprimez les feuilles au printemps à 10 cm du sol pour favoriser la croissance de nouvelles feuilles.;1 an;1320;Feuillage changeant de couleur;En pot de 2 litres    ;Blanc;;1;1.20 m;Rustique;;;;MAA-calamagrostis-overdam_C2l.jpg;MAA-;;;;;;;00;;;;;1;13;7-8;00-Depart Fournisseur
2075;;Myrte communis tarentina;;Myrtus communis tarentina C10l;Le Myrtus est un arbuste à la silhouette dense apprécié pour ses feuilles parfumées qui peuvent servir à faire de la liqueur mais également pour ses fleurs. Son feuillage vert foncé est ovale et brillant avec des fleurs de couleur crème et des nuances de rose. Il donne des fruits noirs à maturité, de forme ovale. Le Myrtus peut atteindre 1 m de haut et de large.  ;1 an;420;Son feuillage vert foncé et parfumé;En pot de 10 litres. 1/2 tige.;Multicolore;;1;1 m;;;;;MAA-myrtus_communis_tarentina.JPG;MAA-;;;;;;;00;06-07-08-09-10;;;;1;13-14;1-6-8-10;00-Depart Fournisseur
614;;Bambou sacré;;Nandina domestica C7l;Le nandina appelé bambou sacré est intéressant pour son feuillage. Ses feuilles de couleur verte deviennent en automne rouge pourpre. La floraison offre des fleurs en panicules de couleur blanche, elles ressemblent à des étoiles. Cet arbuste au port érigé s'élève jusqu'à 2 m sur un étalement 1.50 m. En automne, il donne des baies rouges qui restent sur le pied l'hiver, elles sont toxiques.  Il supporte des températures avoisinant les -15°C. Pendant l'hiver, disposez un paillage au pied du nandina. ;1 an;420;Feuillage rouge pourpre en automne;En pot de 7 litres H. 40/60 cm;Blanc;;1;2 m;Un arbuste original;Feuillage évolutif.;;;MAA-nandina_domestica.jpg;MAA-nandina_domestica_1.jpg;;;;;;;00;06-07;;;;1;13-14;8-10;00-Depart Fournisseur
624;;Bambou sacré;;Nandina domestica C14l;Le nandina appelé bambou sacré est intéressant pour son feuillage. Ses feuilles de couleur verte deviennent en automne rouge pourpre. La floraison offre des fleurs en panicules de couleur blanche, elles ressemblent à des étoiles. Cet arbuste au port érigé s'élève jusqu'à 2 m sur un étalement 1.50 m. En automne, il donne des baies rouges qui restent sur le pied l'hiver, elles sont toxiques.  Il supporte des températures avoisinant les -15°C. Pendant l'hiver, disposez un paillage au pied du nandina. ;1 an;420;Feuillage rouge pourpre en automne;En pot de 14 litres H. 60/80 cm;Blanc;;1;2 m;Un arbuste original;Un feuillage décoratif;;;MAA-nandina_domestica.jpg;MAA-nandina_domestica_1.jpg;;;;;;;00;06-07;;;;1;13-14;8-10;00-Depart Fournisseur
615;;Bambou sacré;;Nandina domestica C20l;Le nandina appelé bambou sacré est intéressant pour son feuillage. Ses feuilles de couleur verte deviennent en automne rouge pourpre. La floraison offre des fleurs en panicules de couleur blanche, elles ressemblent à des étoiles. Cet arbuste au port érigé s'élève jusqu'à 2 m sur un étalement 1.50 m. En automne, il donne des baies rouges qui restent sur le pied l'hiver, elles sont toxiques.  Il supporte des températures avoisinant les -15°C. Pendant l'hiver, disposez un paillage au pied du nandina. ;1 an;420;Feuillage rouge pourpre en automne;En pot de 20 litres H. 90/100 cm;Blanc;;1;2 m;Un arbuste original;Feuillage évolutif.;;;MAA-nandina_domestica.jpg;MAA-nandina_domestica_1.jpg;;;;;;;00;06-07;;;;1;13-14;8-10;00-Depart Fournisseur
2428;;Bamb Hibanobambousa tranquillans Shiro;;Hibanobambousa 'Shiroshima' C10l;Ce bambou apprécié pour son feuillage panaché de couleur vert et blanc possède de nombreuses feuilles compactes et larges. L Hibanobanbusa tranquillans 'Shiroshima' a fait preuve d'une grande résistance au froid. Il peut atteindre 2 à 3 m de haut. Il supporte des températures avoisinant les -20°C. Lors de la plantation, vous pouvez mettre une barrière anti-rhizomes pour ralentir la croissance du bambou qui peut devenir envahissant. ;1 an;1360;Très apprécié par son feuillage panaché;En pot de 10 litres   H. 150/200 cm ;Vert;;1;2 à 3 m;Résiste au froid;;;;MAA-hibanobanbousa_tranquillans_shiroshima.JPG;MAA-;;;;;;;00;;;;;1;13-14-15;6-7-8-10;00-Depart Fournisseur
5301;;Bamb Phyllostachys aureosulcata Specta;;Phyllostachys aure 'Spectabilis' C4l;Ce bambou à la croissance en forme de buisson a une silhouette légèrement pleureuse. Les chaumes se développent en zig-zag, elles sont de couleur rouge puis  jaunes rehaussées de rayure vert clair. L'hiver, son feuillage se déshydrate, mais les feuilles reviennent au printemps. Ce bambou peut atteindre 5 m/+ de haut. Il supporte des températures avoisinant les -20°C. Vous pouvez le planter de préférence à l'abri du vent et évitez les excès d'eau afin que sa croissance soit moins vigoureuse et placez une barrière anti-rhizomes pour ralentir sa croissance qui peut devenir envahissante. ;1 an;1360;Merveilleux bambou ornemental;En pot de 4 litres   ;Vert;;1;5 m/+;;;;;MAA-phyllostachys_aureosulcata_spectabilis.jpg;MAA-;;;;;;;00;;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
559;;Bamb Phyllostachys aureosulcata Specta;;Phyllostachys aure 'Spectabilis' C10l;Ce bambou à la croissance en forme de buisson a une silhouette légèrement pleureuse. Les chaumes se développent en zig-zag, elles sont de couleur rouge puis  jaunes rehaussées de rayure vert clair. L'hiver, son feuillage se déshydrate, mais les feuilles reviennent au printemps. Ce bambou peut atteindre 5 m/+ de haut. Il supporte des températures avoisinant les -20°C. Vous pouvez le planter de préférence à l'abri du vent et évitez les excès d'eau afin que sa croissance soit moins vigoureuse et placez une barrière anti-rhizomes pour ralentir sa croissance qui peut devenir envahissante. ;1 an;1360;Merveilleux bambou ornemental;En pot de 10 litres   H. 150/175 cm ;Vert;;1;5 m/+;;;;;MAA-phyllostachys_aureosulcata_spectabilis.jpg;MAA-;;;;;;;00;;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
560;;Bamb Phyllostachys aureosulcata Specta;;Phyllostachys aure 'Spectabilis' C20l;Ce bambou à la croissance en forme de buisson a une silhouette légèrement pleureuse. Les chaumes se développent en zig-zag, elles sont de couleur rouge puis  jaunes rehaussées de rayure vert clair. L'hiver, son feuillage se déshydrate, mais les feuilles reviennent au printemps. Ce bambou peut atteindre 5 m/+ de haut. Il supporte des températures avoisinant les -20°C. Vous pouvez le planter de préférence à l'abri du vent et évitez les excès d'eau afin que sa croissance soit moins vigoureuse et placez une barrière anti-rhizomes pour ralentir sa croissance qui peut devenir envahissante. ;1 an;1360;Merveilleux bambou ornemental;En pot de 20 litres   H. 200/+ cm ;Vert;;1;5 m/+;;;;;MAA-phyllostachys_aureosulcata_spectabilis.jpg;MAA-;;;;;;;00;;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
4993;;Phormium tenax  Purpureum ;;Phormium tenax  Purpureum  C3l;Le phormium tenax, un arbuste élégant à la silhouette dressée, retombante très décorative est parfait pour une plantation en bord de mer. Son feuillage long et lancéolé est rouge voire bronze. Sur les vieux sujets vous pourrez admirer des fleurs de couleur rouge en panicule. Il peut atteindre 2 m/+ de haut et de large.  Vous pouvez disposer un paillage au pied pour le protéger ou mettre un voile d hivernage. Il peut résister au-delà de -10°C.;1 an;420;Joli feuillage pourpre;En pot de 3 litres;Rouge;;1;2 m/+;Résiste aux embruns;;;;MAA-phormium_tenax_purpureum.JPG;MAA-phormium_tenax_purpureum_C3l.JPG;;;;;;;03-04;09;;;;1;13;1-6-10;00-Depart Fournisseur
4996;;Phormium tenax  Variegatum ;;Phormium tenax  Variegatum  C3l;Le phormium tenax, un arbuste élégant à la silhouette dressée, retombante très décorative est parfait pour une plantation en bord de mer. Son feuillage long et lancéolé est d un vert intense avec des bandes jaunes. Sur les vieux sujets vous pourrez admirer des fleurs de couleur rouge en panicule. Il peut atteindre 2 m/+ de haut et de large.  Vous pouvez disposer un paillage au pied pour le protéger ou mettre un voile d hivernage. Il peut résister au-delà de -10°C.;1 an;420;Joli feuillage panaché;En pot de 3 litres;Mélange;;1;2 m/+;Résiste aux embruns;;;;MAA-phormium_tenax_variegata.jpg;MAA-;;;;;;;03-04;10;;;;1;13;1-6-10;00-Depart Fournisseur
4997;;Phormium tenax  Variegatum ;;Phormium tenax  Variegatum  C8l;Le phormium tenax, un arbuste élégant à la silhouette dressée, retombante très décorative est parfait pour une plantation en bord de mer. Son feuillage long et lancéolé est d un vert intense avec des bandes jaunes. Sur les vieux sujets vous pourrez admirer des fleurs de couleur rouge en panicule. Il peut atteindre 2 m/+ de haut et de large.  Vous pouvez disposer un paillage au pied pour le protéger ou mettre un voile d hivernage. Il peut résister au-delà de -10°C.;1 an;420;Joli feuillage panaché;En pot de 8 litre H.100/125;Mélange;;1;2 m/+;Résiste aux embruns;;;;MAA-phormium_tenax_variegata.jpg;MAA-;;;;;;;03-04;10;;;;1;13;1-6-10;00-Depart Fournisseur
743;;Phormium tenax;;Phormium tenax C3l;Le phormium tenax, un arbuste élégant à la silhouette dressée, retombante très décorative est parfait pour une plantation en bord de mer. Son feuillage long et lancéolé est vert gris avec de fines bandes rougeâtres. Sur les vieux sujets vous pourrez admirer des fleurs de couleur rouge en panicule. Il peut s élever jusqu à 2.50 m/+ sur une envergure de 2 m/+ ou -. Vous pouvez disposer un paillage au pied pour le protéger ou mettre un voile d hivernage. Il peut résister au-delà de -10°C.;1 an;420;Joli feuillage pourpre;En pot de 3 litres;Vert;;1;2.50 m/+;Résiste aux embruns;;;;MAA-phormium_tenax.JPG;MAA-phormium_tenax_C3l.JPG;;;;;;;03-04;08;;;;1;13;1-6-10;00-Depart Fournisseur
